id,zone_connection_id,map_id,stop_id,name,x_coordinate,y_coordinate,left_bins_count,right_bins_count,left_bins_distance,right_bins_distance,rack_levels,rack_distances,total_rack_height,distance_from_start,created_at
324,142,99,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,1,10.0,10.0,33.333333333333336,2025-08-16T19:13:07.712300
325,143,99,STOP_05_LEFT1,Stop 5 - Left Bin 1,516.6666666666666,302.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:33:11.101704
326,143,99,STOP_06_RIGHT1,Stop 6 - Right Bin 1,516.6666666666666,298.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:33:11.119762
327,143,99,STOP_07_LEFT2,Stop 7 - Left Bin 2,533.3333333333334,302.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:33:11.134369
328,143,99,STOP_08_RIGHT2,Stop 8 - Right Bin 2,533.3333333333334,298.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:33:11.146472
329,144,99,STOP_09_LEFT1,Stop 9 - Left Bin 1,602.0,283.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:34:10.793051
330,144,99,STOP_10_RIGHT1,Stop 10 - Right Bin 1,598.0,283.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:34:10.818297
331,144,99,STOP_11_LEFT2,Stop 11 - Left Bin 2,602.0,266.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:34:10.837726
332,144,99,STOP_12_RIGHT2,Stop 12 - Right Bin 2,598.0,266.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:34:10.851919
333,145,99,STOP_13_LEFT1,Stop 13 - Left Bin 1,602.0,183.33333333333334,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:34:41.213009
334,145,99,STOP_14_RIGHT1,Stop 14 - Right Bin 1,598.0,183.33333333333334,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:34:41.228454
335,145,99,STOP_15_LEFT2,Stop 15 - Left Bin 2,602.0,166.66666666666666,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:34:41.243460
336,145,99,STOP_16_RIGHT2,Stop 16 - Right Bin 2,598.0,166.66666666666666,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:34:41.261245
337,146,99,STOP_17_LEFT1,Stop 17 - Left Bin 1,583.3333333333334,98.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:35:08.093359
338,146,99,STOP_18_RIGHT1,Stop 18 - Right Bin 1,583.3333333333334,102.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:35:08.110230
339,146,99,STOP_19_LEFT2,Stop 19 - Left Bin 2,566.6666666666666,98.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:35:08.122466
340,146,99,STOP_20_RIGHT2,Stop 20 - Right Bin 2,566.6666666666666,102.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:35:08.140598
341,147,100,STOP_01_LEFT1,Stop 1 - Left Bin 1,516.6666666666666,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:03:21.482186
342,147,100,STOP_02_RIGHT1,Stop 2 - Right Bin 1,516.6666666666666,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:03:21.512725
343,147,100,STOP_03_LEFT2,Stop 3 - Left Bin 2,533.3333333333334,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:03:21.528775
344,147,100,STOP_04_RIGHT2,Stop 4 - Right Bin 2,533.3333333333334,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:03:21.540428
345,148,101,STOP_01_LEFT1,Stop 1 - Left Bin 1,483.3333333333333,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:09:27.474958
346,148,101,STOP_02_RIGHT1,Stop 2 - Right Bin 1,483.3333333333333,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:09:27.491210
347,148,101,STOP_03_LEFT2,Stop 3 - Left Bin 2,466.6666666666667,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:09:27.503629
348,148,101,STOP_04_RIGHT2,Stop 4 - Right Bin 2,466.6666666666667,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:09:27.519425
349,149,101,STOP_05_LEFT1,Stop 5 - Left Bin 1,402.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:11:43.319019
350,149,101,STOP_06_RIGHT1,Stop 6 - Right Bin 1,398.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:11:43.350306
351,149,101,STOP_07_LEFT2,Stop 7 - Left Bin 2,402.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:11:43.361639
352,149,101,STOP_08_RIGHT2,Stop 8 - Right Bin 2,398.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:11:43.373831
353,150,102,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:13:02.481625
354,150,102,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:13:02.511875
355,150,102,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:13:02.529424
356,150,102,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:13:02.547132
357,151,101,STOP_09_LEFT1,Stop 9 - Left Bin 1,416.6666666666667,302.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:24:24.490007
358,151,101,STOP_10_RIGHT1,Stop 10 - Right Bin 1,416.6666666666667,298.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T20:24:24.504923
359,151,101,STOP_11_LEFT2,Stop 11 - Left Bin 2,433.3333333333333,302.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:24:24.516009
360,151,101,STOP_12_RIGHT2,Stop 12 - Right Bin 2,433.3333333333333,298.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T20:24:24.531576
361,152,103,STOP_01_LEFT1,Stop 1 - Left Bin 1,516.6666666666666,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T21:07:12.270677
362,152,103,STOP_02_RIGHT1,Stop 2 - Right Bin 1,516.6666666666666,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T21:07:12.282838
363,152,103,STOP_03_LEFT2,Stop 3 - Left Bin 2,533.3333333333334,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T21:07:12.294938
364,152,103,STOP_04_RIGHT2,Stop 4 - Right Bin 2,533.3333333333334,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T21:07:12.307872
365,154,104,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,387.5,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,12.5,2025-08-17T00:28:03.782940
366,154,104,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-17T00:28:03.802324
367,154,104,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,375.0,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-17T00:28:03.815555
368,154,104,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-17T00:28:03.831636
369,154,104,STOP_05_RIGHT3,Stop 5 - Right Bin 3,498.0,362.5,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,37.5,2025-08-17T00:28:03.847016
370,157,105,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T10:36:23.515275
371,157,105,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T10:36:23.528191
372,157,105,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T10:36:23.542732
373,157,105,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T10:36:23.555647
374,158,105,STOP_05_LEFT1,Stop 5 - Left Bin 1,483.3333333333333,248.0,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T10:36:29.759589
375,158,105,STOP_06_RIGHT1,Stop 6 - Right Bin 1,483.3333333333333,252.0,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T10:36:29.775436
376,158,105,STOP_07_LEFT2,Stop 7 - Left Bin 2,466.6666666666667,248.0,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T10:36:29.787896
377,158,105,STOP_08_RIGHT2,Stop 8 - Right Bin 2,466.6666666666667,252.0,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T10:36:29.802017
378,159,105,STOP_09_LEFT1,Stop 9 - Left Bin 1,352.0,233.33333333333334,2,2,2.0,2.3000000000000003,5,"10.0,3.0,3.0,3.0,3.0",22.0,16.666666666666668,2025-08-18T11:59:40.108832
379,159,105,STOP_10_RIGHT1,Stop 10 - Right Bin 1,348.0,233.33333333333334,2,2,2.0,2.3000000000000003,5,"10.0,3.0,3.0,3.0,3.0",22.0,16.666666666666668,2025-08-18T11:59:40.122692
380,159,105,STOP_11_LEFT2,Stop 11 - Left Bin 2,352.0,216.66666666666666,2,2,2.0,2.3000000000000003,5,"10.0,3.0,3.0,3.0,3.0",22.0,33.333333333333336,2025-08-18T11:59:40.136013
381,159,105,STOP_12_RIGHT2,Stop 12 - Right Bin 2,348.0,216.66666666666666,2,2,2.0,2.3000000000000003,5,"10.0,3.0,3.0,3.0,3.0",22.0,33.333333333333336,2025-08-18T11:59:40.149014
382,160,105,STOP_13_LEFT1,Stop 13 - Left Bin 1,352.0,83.33333333333333,2,0,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T12:56:49.546976
383,160,105,STOP_14_LEFT2,Stop 14 - Left Bin 2,352.0,66.66666666666666,2,0,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T12:56:49.570233
384,161,107,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,390.0,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,10.0,2025-08-18T12:59:07.667542
385,161,107,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T12:59:07.685764
386,161,107,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,380.0,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,20.0,2025-08-18T12:59:07.701257
387,161,107,STOP_04_LEFT3,Stop 4 - Left Bin 3,502.0,370.0,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,30.0,2025-08-18T12:59:07.715242
388,161,107,STOP_05_RIGHT2,Stop 5 - Right Bin 2,498.0,366.6666666666667,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T12:59:07.725746
389,161,107,STOP_06_LEFT4,Stop 6 - Left Bin 4,502.0,360.0,4,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,40.0,2025-08-18T12:59:07.741179
390,162,108,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,387.5,2,3,2.0,3.0,3,"10.0,3.0,3.0",16.0,12.5,2025-08-18T14:53:11.381348
391,162,108,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,3,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-18T14:53:11.409834
392,162,108,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,375.0,2,3,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-18T14:53:11.427530
393,162,108,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,3,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-18T14:53:11.437780
394,162,108,STOP_05_RIGHT3,Stop 5 - Right Bin 3,498.0,362.5,2,3,2.0,3.0,3,"10.0,3.0,3.0",16.0,37.5,2025-08-18T14:53:11.447954
395,163,109,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,387.5,3,1,2.0,2.0,1,10.0,10.0,12.5,2025-08-18T15:00:03.651576
396,163,109,STOP_02_LEFT2,Stop 2 - Left Bin 2,502.0,375.0,3,1,2.0,2.0,1,10.0,10.0,25.0,2025-08-18T15:00:03.675877
397,163,109,STOP_03_RIGHT1,Stop 3 - Right Bin 1,498.0,375.0,3,1,2.0,2.0,1,10.0,10.0,25.0,2025-08-18T15:00:03.690906
398,163,109,STOP_04_LEFT3,Stop 4 - Left Bin 3,502.0,362.5,3,1,2.0,2.0,1,10.0,10.0,37.5,2025-08-18T15:00:03.701811
399,164,110,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,387.5,3,1,2.0,4.0,1,10.0,10.0,12.5,2025-08-18T15:00:38.283740
400,164,110,STOP_02_LEFT2,Stop 2 - Left Bin 2,502.0,375.0,3,1,2.0,4.0,1,10.0,10.0,25.0,2025-08-18T15:00:38.304105
401,164,110,STOP_03_RIGHT1,Stop 3 - Right Bin 1,498.0,375.0,3,1,2.0,4.0,1,10.0,10.0,25.0,2025-08-18T15:00:38.316965
402,164,110,STOP_04_LEFT3,Stop 4 - Left Bin 3,502.0,362.5,3,1,2.0,4.0,1,10.0,10.0,37.5,2025-08-18T15:00:38.330727
403,165,110,STOP_05_LEFT1,Stop 5 - Left Bin 1,502.0,225.0,1,0,2.0,2.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-18T15:18:38.368209
